"","event","white","black","whiteelo","blackelo","whiterd","blackrd","timecontrol","date","time","whiteclock","blackclock","eco","plycount","result","moves","comp"
"4507","FICS rated standard game","JuniorLurking","SAILISP","2192","1826","0.0","0.0","900+0","2017.01.03","18:01:00","0:15:00.000","0:15:00.000","C10","42","0-1","1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6 5. e3 d5 6. cxd5 exd5 7. a3 Bd6 8. Nf3 O-O 9. Bd3 Bg4 10. Be2 Qd7 11. O-O Rfe8 12. Bd2 a5 13. Nb5 Bf5 14. Bd3 Be4 15. Nxd6 Qxd6 16. b3 Re7 17. Bc3 Qe6 18. Nd2 Bxd3 19. Qxd3 Rae8 20. Qc2 Ng4 21. Nf3 Nf6 22. h3 Ne4 23. b4 axb4 24. Bxb4 Rd7 25. Qb2 Qf5 26. Rac1 Qe6 27. Ra1 Rdd8 28. Rac1 Ra8 29. Ra1 Ra4 30. Rac1 Rea8 31. Ne5 Nxe5 32. dxe5 c6 {White forfeits on time} 0-1","white"
"4508","FICS rated blitz game","TrickyRick","pikozrout","1905","2106","0.0","0.0","300+0","2017.01.03","17:38:00","0:05:00.000","0:05:00.000","C65","50","0-1","1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. d4 e6 5. c3 Nf6 6. Bd3 Be7 7. Bg5 Nbd7 8. O-O a6 9. Qc2 b5 10. Nbd2 Bb7 11. a4 bxa4 12. Rxa4 Ng8 13. Bxe7 Qxe7 14. Bxh7 g6 15. Bxg8 Rxg8 16. Ra5 O-O-O 17. Rc1 Kb8 18. b4 Nb6 19. b5 axb5 20. Rxb5 Kc7 21. Rcb1 g5 22. Rxb6 Qf6 23. Rxb7+ Kc8 24. Qa4 {Black resigns} 1-0","black"
"4509","FICS rated blitz game","tintinovsky","IFDThor","2036","2077","0.0","0.0","300+0","2017.01.03","16:58:00","0:05:00.000","0:05:00.000","B10","42","0-1","1. Nf3 Nf6 2. d4 g6 3. c4 Bg7 4. g3 d5 5. cxd5 Nxd5 6. e4 Nb6 7. Bb5+ c6 8. Be2 Bg4 9. O-O Bxf3 10. Bxf3 Qxd4 11. Nc3 Qxd1 12. Rxd1 N8d7 13. Bg5 h6 14. Bf4 O-O-O 15. Be2 Ne5 16. Rab1 e6 17. b3 Nf3+ 18. Bxf3 Bxc3 19. Bd6 Bf6 20. e5 Bg7 21. Rbc1 Rd7 22. b4 a6 23. a3 Rhd8 24. Kg2 h5 25. h3 Bf8 26. Bxf8 Rxf8 27. Rxd7 Kxd7 28. g4 hxg4 29. hxg4 Kc7 30. Be4 Rd8 31. f4 Rd2+ 32. Kf3 Ra2 33. Rc3 Nc8 34. f5 gxf5 35. gxf5 Na7 36. fxe6 fxe6 37. Bb1 Ra1 38. Bd3 Rh1 39. a4 Nc8 40. b5 axb5 41. axb5 Ne7 42. bxc6 bxc6 43. Ra3 Nd5 44. Ra7+ Kb6 45. Rh7 Rxh7 46. Bxh7 Kc5 47. Bg8 Nc7 48. Ke4 Kc4 49. Bf7 c5 50. Bg8 Kb3 51. Bh7 c4 52. Ke3 Na6 53. Be4 Nc5 54. Bg6 c3 55. Ke2 Kc4 56. Kd1 Nb3 57. Bb1 Nd4 58. Bc2 Kd5 59. Bd3 Kxe5 60. Bc4 Ke4 61. Kc1 e5 62. Kd1 Ke3 63. Ba6 e4 64. Kc1 Kf2 65. Bc4 e3 {White resigns} 0-1","black"
"4510","FICS rated standard game","Acasvil","MortimerBlackwell","1685","2370","0.0","0.0","900+10","2017.01.03","16:46:00","0:15:00.000","0:15:00.000","B20","38","0-1","1. d4 Nf6 2. c4 e6 3. a3 b6 4. Nc3 Bb7 5. f3 d5 6. e3 Bd6 7. Bd3 dxc4 8. Bxc4 Nh5 9. Nh3 Qh4+ 10. Nf2 Bxh2 11. Ne2 Nd7 12. Kf1 Ndf6 13. Bd2 Ng3+ 14. Nxg3 Qxg3 15. Nd3 O-O 16. Ne5 Qh4 17. Be1 Qh6 18. Bf2 Rfd8 19. Qc2 c5 20. Bg1 Ne4 21. Rxh2 Qf6 22. Ke1 cxd4 23. fxe4 Qxe5 24. exd4 Rxd4 25. Bxd4 Qxh2 26. Rd1 Qh4+ 27. Kf1 Bxe4 28. Qf2 Qh1+ 29. Ke2 Qxg2 30. Qxg2 Bxg2 31. Rg1 e5 32. Bc3 Be4 33. Bxe5 Bg6 34. Bc3 Rc8 35. Bb3 Rc5 36. Kf2 Rc8 37. Rd1 Bf5 38. Re1 Bg6 39. Re7 Ra8 40. Bd5 Rd8 41. Rxa7 h5 42. Ba2 h4 43. Bb3 Re8 44. Rb7 h3 45. Kg3 Re3+ 46. Kh2 Bh5 47. Rxb6 Bg4 48. Bc4 Bf5 49. a4 Rf3 50. a5 Rf2+ 51. Kg3 Rg2+ 52. Kh4 h2 53. Rb8+ Kh7 54. Bd3 h1=Q# {White checkmated} 0-1","black"
"4511","FICS rated blitz game","IFDThor","tintinovsky","2070","2043","0.0","0.0","300+0","2017.01.03","16:53:00","0:05:00.000","0:05:00.000","E52","99","1-0","1. g3 d5 2. Bg2 c6 3. d4 Nf6 4. Nf3 e6 5. O-O Be7 6. Nbd2 O-O 7. c4 b6 8. Ne5 Bb7 9. e4 Qc7 10. Re1 Rd8 11. a3 dxc4 12. Ndf3 h6 13. Bf4 Qc8 14. Qc1 c5 15. Bxh6 Nxe4 16. Nxf7 Kxf7 17. Qf4+ Bf6 18. Ne5+ Kg8 19. Bxg7 Kxg7 20. Bxe4 Bxe4 21. Qxe4 Bxe5 22. Qxe5+ Kf7 23. Qh5+ Kg7 24. Qg4+ Kf6 25. Qf3+ Ke7 26. d5 Rxd5 27. Qxd5 Nc6 28. Rad1 Nd4 29. Re4 Qg8 30. Qb7+ Kd6 31. Rexd4+ cxd4 32. Rxd4+ Kc5 33. Qe4 Rc8 34. Rxc4+ Kd6 35. Rd4+ Ke7 36. Qb7+ Kf6 37. Rf4+ {Black resigns} 1-0","white"
"4512","FICS rated standard game","SAILISP","JuniorLurking","1828","2188","0.0","0.0","900+0","2017.01.03","16:32:00","0:15:00.000","0:15:00.000","B90","76","0-1","1. e4 e6 2. d4 c6 3. Nf3 d5 4. e5 Ne7 5. Bd3 Nd7 6. Nc3 a6 7. Ng5 g6 8. Qf3 Nf5 9. g4 Nh6 10. Be3 Be7 11. h4 O-O 12. Qf4 Nxe5 13. dxe5 f5 14. Nxh7 Nxg4 15. Nxf8 Qxf8 16. Be2 Nxe3 17. fxe3 Bd7 {Black resigns} 1-0","black"
"4513","FICS rated blitz game","Rusanovka","zurichess","1982","2389","0.0","0.0","300+3","2017.01.03","16:29:00","0:05:00.000","0:05:00.000","A48","54","0-1","1. e4 e5 2. f4 exf4 3. Bc4 d5 4. Bxd5 Qh4+ 5. Kf1 g5 6. Nf3 Qh5 7. Bc4 Be6 8. Be2 Nd7 9. d4 g4 10. Ng1 Ngf6 11. Nc3 O-O-O 12. Bxf4 Nxe4 13. Nxe4 Qf5 14. g3 Qxe4 15. Nf3 Nf6 16. c3 Nd5 17. Bd2 Rg8 18. Rg1 {Black forfeits by disconnection} 1-0","black"
"4514","FICS rated standard game","JuniorLurking","SAILISP","2186","1830","0.0","0.0","900+0","2017.01.03","16:23:00","0:15:00.000","0:15:00.000","A43","26","1-0","1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4 5. Be2 e6 6. O-O Be7 7. c4 Nb6 8. Nc3 O-O 9. h3 Bh5 10. Be3 Nc6 11. exd6 cxd6 12. d5 exd5 13. Nxd5 Re8 14. Nxe7+ Qxe7 15. b3 Rad8 16. Re1 d5 17. Bxb6 axb6 18. cxd5 Qc5 19. Rc1 Qxd5 20. Qxd5 Rxd5 21. g4 Bg6 22. Bc4 Rxe1+ 23. Rxe1 Rd8 24. Ne5 Kf8 25. Kg2 Rd2 26. Nxg6+ hxg6 27. Re2 Rd4 28. g5 Na5 29. Bb5 Nc6 30. a4 Rf4 31. Rd2 Rb4 32. Rd7 Na5 33. Rd8+ Ke7 34. Rd1 Nc6 35. Bc4 Ne5 36. Bd5 f6 37. f3 Nc6 38. Kf2 fxg5 39. Re1+ Kd6 40. Bg8 Ne5 41. Rd1+ Ke7 42. Rd5 Nf7 43. Bxf7 Kxf7 44. Rd7+ Ke6 45. Rxb7 Rxb3 46. a5 b5 47. a6 b4 48. a7 Ra3 49. Ke2 Kd5 50. Rc7 Kd4 51. Kd1 b3 52. Kc1 Ra2 53. Rxg7 Kc4 54. Kb1 Kb5 55. Re7 Kb6 56. Re5 Kxa7 57. Rxg5 Kb6 58. Rxg6+ Kc5 59. Rg4 Rf2 60. Rf4 Kd5 61. h4 Ke5 62. Re4+ Kf6 63. Re3 b2 64. Rd3 Kg6 65. Rd5 Rf1+ 66. Kxb2 Rxf3 67. h5+ Kh6 68. Rd6+ Kxh5 69. Rd2 Kg4 70. Rd8 Rf2+ 71. Kc3 Rf4 72. Rh8 Kg5 73. Rh7 Kg6 74. Re7 Ra4 75. Rd7 Kf6 76. Rd8 Ke7 77. Rh8 Kf6 78. Rg8 Kf7 79. Rc8 Ke7 80. Rb8 Kd6 81. Rh8 Ke5 82. Rg8 Kf5 83. Rd8 Ke6 84. Rf8 Ke7 85. Rc8 Kd7 86. Rh8 Ke7 87. Rh6 Kf7 88. Rd6 Ke7 89. Rb6 Kd7 90. Rh6 Ra3+ 91. Kd4 Ra5 {Game drawn by mutual agreement} 1/2-1/2","white"
"4515","FICS rated standard game","MortimerBlackwell","Rusanovka","2369","1720","0.0","0.0","900+10","2017.01.03","16:21:00","0:15:00.000","0:15:00.000","D85","41","1-0","1. e4 e5 {White resigns} 0-1","white"
"4516","FICS rated standard game","Lessur","Lurking","2410","2536","0.0","0.0","900+0","2017.01.03","15:43:00","0:15:00.000","0:15:00.000","A00","139","1/2-1/2","1. d4 d5 2. Nf3 {Black resigns} 1-0","black"
"4517","FICS rated standard game","Pionsakti","MrsLurking","1812","2212","0.0","0.0","900+0","2017.01.03","15:15:00","0:15:00.000","0:15:00.000","B50","89","1-0","1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Bd3 d5 7. e5 Ng4 8. Qe2 Bc5 9. O-O O-O 10. h3 Nxf2 11. Rxf2 Bxf2+ 12. Qxf2 f6 13. exf6 Rxf6 14. Bg5 Rxf2 15. Bxd8 Rf7 16. Bh4 Bf5 17. Bxf5 Rxf5 18. Nd2 Re8 19. Re1 Rxe1+ 20. Bxe1 Re5 21. Kf1 c5 22. Bg3 Re7 23. Nb3 c4 24. Nd4 c5 25. Nc6 Rb7 26. b3 cxb3 27. axb3 c4 28. Nd4 Re7 29. Ne2 cxb3 30. cxb3 Re3 31. Bf2 Rxb3 32. Bxa7 g5 33. Kf2 Kf7 34. g3 h5 35. Bd4 Rb4 36. Kf3 Rb3+ 37. Nc3 Ke6 38. g4 Rb4 39. Ke3 hxg4 40. hxg4 Kd6 41. Kd3 Kc6 42. Ne2 Ra4 43. Ng3 Ra3+ 44. Bc3 Ra4 45. Bd4 Ra3+ 46. Bc3 Ra4 47. Bd4 Ra3+ 48. Bc3 Ra4 49. Bd4 {Game drawn by repetition} 1/2-1/2","black"
"4518","FICS rated standard game","Knightsmasher","Youshe","2352","1762","0.0","0.0","900+0","2017.01.03","15:15:00","0:15:00.000","0:15:00.000","B50","75","1-0","1. e4 e5 {White resigns} 0-1","white"
"4519","FICS rated standard game","MrsLurking","Pionsakti","2210","1814","0.0","0.0","900+0","2017.01.03","14:46:00","0:15:00.000","0:15:00.000","C42","123","1-0","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d3 d6 6. c3 g6 7. O-O Bg7 8. Re1 O-O 9. h3 b5 10. Bb3 Bb7 11. Nbd2 Qe7 12. Nf1 Kh8 13. Ng3 Na5 14. Bc2 c5 15. d4 cxd4 16. cxd4 Rac8 17. d5 Qc7 18. Bd3 Qb8 19. b3 Ba8 20. Bd2 Qb6 21. Qe2 Rc7 22. Rec1 Rfc8 23. Qe1 Nb7 24. b4 Rxc1 25. Rxc1 Rxc1 26. Qxc1 Nd8 27. Be3 Qb8 28. Nd2 Qb7 29. Nb3 Qe7 30. Qc8 Bb7 31. Qb8 Qd7 32. Na5 Bc8 33. Bb6 Bf8 34. Qa8 Kg7 35. Nc6 Qb7 36. Qxb7 Nxb7 37. f3 Nd7 38. Bc7 Nf6 39. Kf2 Ne8 40. Bb6 Nf6 41. Nf1 h5 42. g4 Nd7 43. Bc7 Nf6 44. Ne3 Ne8 45. Bb6 Nf6 46. Nd1 Kh7 47. Nc3 hxg4 48. hxg4 Bh6 49. Ke2 Kh8 50. a4 Nd7 51. Bc7 Nf6 52. axb5 axb5 53. Nxb5 Bf8 54. Nba7 Nxe4 55. fxe4 Bxg4+ 56. Kf2 Bd1 57. b5 Nc5 58. Bb1 Kg8 59. b6 f5 60. Nc8 Nb7 61. exf5 Bh5 62. fxg6 Bg4 63. Kg3 Bxc8 64. Na7 Bd7 65. Bd3 Kg7 66. Bb5 Bxb5 67. Nxb5 Kxg6 68. Kg4 Be7 69. Na7 Kf6 70. Nc8 Bf8 71. Kh5 e4 72. Kg4 Ke5 {White forfeits on time} 0-1","white"
"4520","FICS rated standard game","Youshe","Knightsmasher","1763","2351","0.0","0.0","900+0","2017.01.03","14:46:00","0:15:00.000","0:15:00.000","C42","90","0-1","1. d4 e6 2. e4 d5 3. e5 Nf6 4. exf6 {Black resigns} 1-0","black"
"4521","FICS rated standard game","Pionsakti","MrsLurking","1799","2225","0.0","0.0","900+0","2017.01.03","14:27:00","0:15:00.000","0:15:00.000","B47","63","1-0","1. e4 d5 2. exd5 c6 3. dxc6 Nxc6 4. Nc3 e6 5. Bb5 Bd6 6. Nf3 Ne7 7. d4 O-O 8. O-O a6 9. Bd3 Nd5 10. Qe2 f5 11. Bc4 Nce7 12. Bg5 Qc7 13. Kh1 h6 14. Bxe7 Bxe7 15. Bxd5 {Black forfeits on time} 1-0","black"
"4522","FICS rated standard game","Knightsmasher","Youshe","2350","1764","0.0","0.0","900+0","2017.01.03","14:26:00","0:15:00.000","0:15:00.000","B47","63","1-0","1. e3 e5 {White resigns} 0-1","white"
"4523","FICS rated blitz game","Masternena","pikozrout","2107","2114","0.0","0.0","300+0","2017.01.03","14:34:00","0:05:00.000","0:05:00.000","B49","79","1-0","1. d4 d5 2. Nf3 e6 3. Bf4 c5 4. e3 Nc6 5. Nc3 Bd6 6. Bxd6 {Black resigns} 1-0","black"
"4524","FICS rated standard game","Tschessman","Bliep","1910","2331","0.0","0.0","1200+0","2017.01.03","14:01:00","0:20:00.000","0:20:00.000","C02","134","0-1","1. e4 {White resigns} 0-1","black"
"4525","FICS rated standard game","pikozrout","Virgodaddy","2243","1913","0.0","0.0","900+0","2017.01.03","14:21:00","0:15:00.000","0:15:00.000","B01","59","1-0","1. d4 {Black resigns} 1-0","white"
"4526","FICS rated standard game","MrsLurking","Pionsakti","2240","1784","0.0","0.0","900+0","2017.01.03","14:03:00","0:15:00.000","0:15:00.000","C42","82","0-1","1. e4 e5 2. Nf3 Nf6 {White resigns} 0-1","white"
"4527","FICS rated standard game","Youshe","Knightsmasher","1765","2349","0.0","0.0","900+0","2017.01.03","14:03:00","0:15:00.000","0:15:00.000","C42","82","0-1","1. f4 d5 2. Nf3 c6 3. e3 Nf6 4. Be2 e6 5. O-O Be7 6. c4 O-O 7. b3 c5 8. d3 b6 9. Ne5 Bb7 10. Nc3 Nc6 11. Bf3 Ne8 12. Qd2 Nxe5 13. fxe5 f6 14. exf6 Nxf6 15. Bb2 Qd7 16. Ne2 Rf7 17. Nf4 Bd6 18. g3 Raf8 19. Rae1 g5 20. Nh5 Nxh5 21. Bxh5 Rxf1+ 22. Rxf1 Rxf1+ 23. Kxf1 Bf8 24. Kg1 Bg7 25. Bxg7 Kxg7 26. Qb2+ d4 27. exd4 cxd4 28. Bg4 Qd6 29. Qe2 e5 30. Bf3 Bc8 31. b4 Be6 32. a3 Bf7 33. Be4 h6 34. Kg2 Qd7 35. Qc2 Bg6 36. Bxg6 Kxg6 37. Qe2 Qe6 38. g4 Qc6+ 39. Qf3 Qd7 40. c5 bxc5 41. Qe4+ Kf6 42. bxc5 Qc7 43. Qxd4 exd4 {White resigns} 0-1","black"
"4528","FICS rated standard game","Pionsakti","MrsLurking","1769","2255","0.0","0.0","900+0","2017.01.03","13:31:00","0:15:00.000","0:15:00.000","B51","107","1-0","1. d4 e6 2. e4 d5 3. e5 c5 4. Nf3 Nc6 5. Bb5 {Black resigns} 1-0","black"
"4529","FICS rated standard game","Bliep","Tschessman","2346","1829","0.0","0.0","1200+0","2017.01.03","13:30:00","0:20:00.000","0:20:00.000","D05","82","0-1","1. e3 e5 {White resigns} 0-1","white"
"4530","FICS rated standard game","Knightsmasher","Youshe","2348","1766","0.0","0.0","900+0","2017.01.03","13:35:00","0:15:00.000","0:15:00.000","B51","89","1-0","1. d4 e6 2. e4 {Black resigns} 1-0","white"
"4531","FICS rated standard game","Youshe","Knightsmasher","1767","2347","0.0","0.0","900+0","2017.01.03","13:34:00","0:15:00.000","0:15:00.000","A00","0","0-1","1. d4 Nf6 2. c4 e6 3. Nc3 Be7 4. e4 c5 5. e5 Ng8 6. Qg4 g6 7. Nf3 Nc6 8. dxc5 Bxc5 9. Be2 h5 10. Qe4 Nge7 11. O-O O-O 12. Bh6 Re8 13. Qf4 Nf5 14. Bg5 Be7 15. Bxe7 Qxe7 16. Ne4 Rf8 17. Rfd1 b6 18. Nf6+ Kg7 19. g4 hxg4 20. Nxg4 Rh8 21. Kf1 Nh4 22. Ng5 Nf5 23. Bd3 Ncd4 24. Be4 Rb8 25. Rac1 Bb7 26. Bxf5 Nxf5 27. Rd3 Rbc8 28. Rcd1 Bc6 29. Nf6 Rc7 30. h3 Rh4 31. Ng4 Rh5 32. Ne4 Bxe4 33. Qxe4 Qh4 34. Rxd7 Qxh3+ 35. Kg1 Rg5 36. f3 Nh4 37. Qe2 Nxf3+ 38. Kf2 Qxg4 39. Qxf3 Rf5 40. Qxf5 Qxf5+ 41. Kg2 Qe4+ {White resigns} 0-1","black"
"4532","FICS rated standard game","Knightsmasher","Youshe","2346","1768","0.0","0.0","900+0","2017.01.03","13:32:00","0:15:00.000","0:15:00.000","B00","1","1-0","1. e4 c5 2. Bc4 Nc6 3. a3 Nf6 4. d3 Ne5 5. Ba2 d5 6. exd5 Bg4 7. f3 Bh5 8. Nc3 Rb8 9. Qe2 Qc7 10. h4 b5 11. g4 b4 12. axb4 cxb4 13. Ne4 Nfxg4 14. fxg4 Bxg4 15. Qf2 b3 16. Bb1 Nxd3+ {White resigns} 0-1","white"
"4533","FICS rated standard game","Tschessman","Bliep","1744","2361","0.0","0.0","1200+0","2017.01.03","12:59:00","0:20:00.000","0:20:00.000","B30","93","1-0","1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 c6 7. O-O Qc7 8. e5 dxe5 9. Nxe5 Nbd7 10. Bf4 Qd8 11. Qb3 Nb6 12. Rad1 Nfd7 13. c5 Nxe5 14. dxe5 Qc7 15. cxb6 Qxb6 16. Qxb6 axb6 17. Bc4 Bf5 18. Bd3 Be6 19. a3 Rfd8 20. Be4 Bb3 21. Rxd8+ Rxd8 22. Rc1 f5 23. exf6 exf6 24. Re1 f5 25. Bf3 Kf8 26. Bg5 Re8 27. Rxe8+ Kxe8 28. Be3 b5 29. g3 Bc4 30. Kg2 Bf8 31. Be2 Bb3 32. Kf3 Kd7 33. Bd4 b4 34. axb4 Bxb4 35. Kf4 Ke6 36. Bd3 Be7 37. h4 b5 38. Be5 h6 39. Bc7 b4 40. Ne2 g5+ 41. Kf3 c5 42. hxg5 hxg5 43. Ke3 Bf6 44. Bb6 Kd6 45. Bxf5 Kc6 46. Ba5 Kb5 47. Bc7 Kc6 48. Bb8 Bxb2 49. f4 gxf4+ 50. gxf4 Bf7 51. Be5 Bxe5 52. fxe5 Kd5 53. e6 {Black forfeits on time} 1-0","black"
"4534","FICS rated standard game","BrunoBreyer","Knightsmasher","1779","2345","0.0","0.0","900+0","2017.01.03","13:20:00","0:15:00.000","0:15:00.000","C42","26","0-1","1. e4 e6 2. d4 Nc6 3. Nf3 Nf6 4. e5 Nd5 5. c4 Bb4+ 6. Nbd2 Nf4 7. g3 Nh5 8. Bg2 O-O 9. O-O d5 10. Qe2 Bd7 11. a3 Be7 12. b3 dxc4 13. bxc4 f6 14. Bb2 fxe5 15. dxe5 Qe8 16. Rab1 Qg6 17. Ba1 b6 18. Bb2 Na5 19. Nd4 Rad8 20. Be4 Nf4 21. Qe3 Qg4 22. f3 Qg5 23. Kh1 c5 24. N4b3 Nh3 25. Qxg5 Nxg5 26. Nxa5 Nxe4 27. Nxe4 bxa5 28. Bc3 Bc6 29. Rbd1 Rxd1 30. Rxd1 Rxf3 {White resigns} 0-1","black"
"4535","FICS rated lightning game","Squirrels","bakkrot","2317","1744","0.0","0.0","60+2","2017.01.03","13:10:00","0:01:00.000","0:01:00.000","C62","33","1-0","1. Nf3 Nf6 2. c4 g6 3. g3 Bg7 4. d4 c6 5. Bg2 d5 6. cxd5 cxd5 7. Nc3 Nc6 8. Ne5 O-O 9. O-O e6 10. Bf4 Nh5 11. Nxc6 bxc6 12. Be3 f5 13. Qd2 Qd6 14. Bh6 Bxh6 15. Qxh6 Rb8 16. b3 f4 17. g4 Nf6 18. g5 Nh5 19. Rac1 e5 20. dxe5 Qxe5 21. Rfe1 Ng7 22. e4 fxe3 23. fxe3 Nh5 24. Rc2 Rb4 25. e4 Nf4 26. Kh1 Nxg2 27. Kxg2 Qf4 28. h3 Rd4 29. exd5 Rd2+ 30. Rxd2 Qxd2+ 31. Re2 Qxc3 32. Qxf8+ Kxf8 33. dxc6 Qxh3+ 34. Kg1 Qf3 35. Rf2 Qxf2+ 36. Kxf2 Ke7 37. Ke3 Ke6 38. c7 Kf5 39. b4 Kxg5 40. b5 h5 41. Kf3 h4 42. a4 Kf5 43. a5 g5 44. a6 Ke6 45. Kg4 Kd6+ 46. Kxg5 h3 47. b6 h2 48. b7 Bxb7 49. axb7 Kxc7 50. b8=Q+ Kxb8 51. Kf6 h1=Q 52. Ke5 Qd1 53. Ke4 a5 54. Kf5 a4 55. Kf6 a3 56. Kf5 a2 57. Ke6 a1=R 58. Ke5 Ra6 59. Ke4 Ra5 60. Ke3 Ra4 61. Kf2 Ra3 62. Kg2 Qd2+ 63. Kf1 Ra1# {White checkmated} 0-1","white"
"4536","FICS rated standard game","Knightsmasher","Nostereotypes","2344","1711","0.0","0.0","900+0","2017.01.03","12:53:00","0:15:00.000","0:15:00.000","B00","23","1-0","1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Be7 6. a4 Bb7 7. Nc3 Nf6 8. O-O O-O 9. d3 b4 10. Nd5 a5 11. Nxe7+ Qxe7 12. Qe2 d6 13. Bg5 Nd4 14. Nxd4 exd4 15. Qf3 c5 16. Kh1 Qe5 17. Qg3 Qxg3 18. fxg3 Ng4 19. Be7 {Black resigns} 1-0","white"
"4537","FICS rated blitz game","IFDThor","Masternena","2079","2087","0.0","0.0","300+0","2017.01.03","12:49:00","0:05:00.000","0:05:00.000","E85","44","0-1","1. d4 Nf6 2. c4 c5 3. d5 b5 4. cxb5 a6 5. f3 axb5 6. e4 Qa5+ 7. Bd2 b4 8. Na3 d6 9. Nc4 Qc7 10. a3 bxa3 11. Nxa3 Bb7 12. Nb5 {Black resigns} 1-0","white"
"4538","FICS rated blitz game","Masternena","IFDThor","2079","2087","0.0","0.0","300+0","2017.01.03","12:48:00","0:05:00.000","0:05:00.000","B10","31","1-0","1. d4 f5 2. Nc3 g6 3. Bf4 Bg7 4. Nf3 Nf6 5. Qd2 O-O 6. O-O-O d5 7. e3 e6 8. Be2 Nbd7 9. Ng5 Qe7 10. Bxc7 a6 11. h4 h6 12. Nh3 b5 13. Nf4 Qe8 14. Bd6 Bb7 15. h5 g5 16. Bxf8 Nxf8 17. Nd3 N8d7 18. Kb1 Rc8 19. Ka1 Nb6 20. Nc5 Nc4 21. Bxc4 Rxc5 22. dxc5 bxc4 23. f4 g4 24. g3 Bc6 25. Ne2 Ne4 26. Qa5 Qb8 27. Nd4 Nf2 28. Qxa6 Nxh1 29. Qxc6 Nf2 30. Qxe6+ Kh8 31. Rb1 Ne4 32. Nxf5 {Black forfeits by disconnection} 1-0","black"
"4539","FICS rated blitz game","IFDThor","Masternena","2096","2070","0.0","0.0","300+0","2017.01.03","12:45:00","0:05:00.000","0:05:00.000","A70","68","0-1","1. c4 g6 2. e4 Nc6 3. d4 Bg7 4. Nf3 d6 5. Nc3 Bg4 6. Be3 Nf6 7. Be2 O-O 8. O-O e6 9. h3 Bxf3 10. Bxf3 Qe7 11. Qd2 a5 12. Rad1 Nh5 13. Rfe1 Kh8 14. Bh6 Bxh6 15. Qxh6 Qh4 16. Ne2 Rg8 17. Ng3 Qf4 18. Qxf4 Nxf4 19. Nf1 e5 20. d5 Nb4 21. Ra1 Nc2 22. Kh2 Nxa1 23. Rxa1 Nd3 24. b3 Nxf2 25. Re1 a4 26. b4 f5 27. Ng3 Nd3 28. Rb1 f4 29. Nf1 Kg7 30. Kg1 a3 31. Nd2 h5 32. h4 Rge8 33. Rb3 Nc1 {White resigns} 0-1","white"
"4540","FICS rated blitz game","Masternena","IFDThor","2061","2105","0.0","0.0","300+0","2017.01.03","12:42:00","0:05:00.000","0:05:00.000","B10","55","1-0","1. e4 c5 2. Nf3 e6 3. d4 c4 {Black resigns} 1-0","black"
"4541","FICS rated lightning game","Dannyyort","Knightsmasher","1720","2596","0.0","0.0","60+0","2017.01.03","12:03:00","0:01:00.000","0:01:00.000","C44","16","0-1","1. d4 f5 2. Nf3 g6 3. e3 Bg7 4. Bc4 d5 5. Bd3 Nf6 6. O-O O-O 7. Nc3 Ne4 8. Nxe4 dxe4 9. Bc4+ e6 10. Ne5 Qe7 11. b3 Nd7 12. Ba3 Qxa3 13. Bxe6+ Kh8 14. Bxd7 Bxd7 15. Nxd7 Qd6 16. Nxf8 Rxf8 17. Qe2 Rd8 18. Qc4 c6 19. f3 exf3 20. Rxf3 Bh6 21. Rh3 Kg7 22. Rf1 Re8 23. Re1 Bg5 24. Rxh7+ {Black resigns} 1-0","black"
"4542","FICS rated blitz game","Floyd","agungdemak","2308","1699","0.0","0.0","300+0","2017.01.03","11:28:00","0:05:00.000","0:05:00.000","C62","29","1-0","1. e4 d5 2. Nc3 d4 3. Nce2 e5 4. d3 Nc6 5. f4 Bg4 6. fxe5 Nxe5 7. Bd2 Bc5 8. a3 Nf6 9. Bf4 Nfd7 10. Qd2 Qh4+ 11. Bg3 Qf6 12. h3 Be6 13. Nf4 O-O 14. Qf2 Bd6 15. Nge2 c5 16. Bh2 Qd8 17. g4 Qa5+ 18. Kd1 Be7 19. Bg3 Bg5 20. Nc1 Rac8 21. Bg2 Rc6 22. Qe2 Qb5 23. b3 Re8 24. a4 Qb4 25. Be1 Qb6 26. Bd2 Bh4 27. Rf1 Qd8 28. Bh1 Nf8 29. Ng2 Bg5 30. Nf4 Nfg6 31. Qh2 Qe7 32. Nce2 Rf8 33. Be1 Nxf4 34. Nxf4 Bxg4+ 35. hxg4 Nxg4 36. Qg3 Ne3+ 37. Ke2 Nxf1 38. Kxf1 Bxf4 39. Qxf4 Rf6 40. Bg3 Rxf4+ 41. Bxf4 Qh4 42. Ke2 Qg4+ 43. Bf3 Qxf4 44. Bh1 Qh2+ 45. Kf3 Qxc2 {White forfeits on time} 0-1","white"
